Product_Code,Product_Name,Category,Cost_Price,Selling_Price
SKU-10342,Elite Canvas Watch - Rose Gold,Fashion accessories,54.26,76.83
SKU-10343,EcoLiving Glass Candle - Oak,Home and lifestyle,59.19,85.34
SKU-10344,Zen Cotton Bed Sheets - Grey,Home and lifestyle,73.8,98.97
SKU-10345,Peak Compact Dumbbells - Orange,Sports and travel,28.27,39.02
SKU-10346,Aura Oil-Free Conditioner - 100ml,Health and beauty,73.79,112.14
SKU-10347,Essence Anti-Aging Sunscreen - 150g,Health and beauty,48.9,74.81
SKU-10348,Clear Soothing Shampoo - 100ml,Health and beauty,66.23,93.92
SKU-10349,Clear Hydrating Lip Balm - 100ml,Health and beauty,69.84,111.34
SKU-10350,Nova Heavy Duty Keyboard - Blue,Electronic accessories,119.35,147.14
SKU-10351,Giga Fast-Charging Charger - White,Electronic accessories,142.59,188.43
SKU-10352,Classic Stainless Steel Candle - Oak,Home and lifestyle,38.01,55.12
SKU-10353,Derma Anti-Aging Sunscreen - 100ml,Health and beauty,29.81,45.38
SKU-10354,Aero Breathable Dumbbells - Orange,Sports and travel,21.06,27.68
SKU-10355,Classic Vintage Belt - Silver,Fashion accessories,27.69,43.53
SKU-10356,Clear Soothing Perfume - Travel Size,Health and beauty,34.03,47.81
SKU-10357,Radiant Anti-Aging Body Wash - 200ml,Health and beauty,7.54,11.74
SKU-10358,Radiant Natural Serum - 50ml,Health and beauty,69.96,89.65
SKU-10359,TechPro Wireless Earbuds - Blue,Electronic accessories,51.3,63.1
SKU-10360,Zen Rustic Candle - Oak,Home and lifestyle,38.21,57.95
SKU-10361,Summit Durable Water Bottle - Black,Sports and travel,6.82,9.2
SKU-10362,Clear Oil-Free Lip Balm - Pack of 2,Health and beauty,76.27,115.15
SKU-10363,Eco Slim Webcam - Black,Electronic accessories,10.31,12.88
SKU-10364,Chic Denim Backpack - Gold,Fashion accessories,40.21,53.53
SKU-10365,Cyber Mini Keyboard - White,Electronic accessories,98.36,144.24
SKU-10366,Giga Fast-Charging Keyboard - Grey,Electronic accessories,59.16,83.01
SKU-10367,Velocity Breathable Resistance Bands - Black,Sports and travel,27.55,35.61
SKU-10368,Clear Oil-Free Body Lotion - 100ml,Health and beauty,66.64,103.09
SKU-10369,TechPro Bluetooth Earbuds - Silver,Electronic accessories,136.32,194.07
SKU-10370,HomeStyle Glass Wall Clock - Oak,Home and lifestyle,45.11,59.47
SKU-10371,Classic Cotton Coffee Mug - White,Home and lifestyle,54.23,67.83
SKU-10372,Cozy Cotton Candle - Black,Home and lifestyle,60.67,84.77
SKU-10373,Pure Organic Serum - Travel Size,Health and beauty,38.55,52.88
SKU-10374,Pure Oil-Free Sunscreen - Pack of 2,Health and beauty,69.28,94.38
SKU-10375,Cyber Fast-Charging Charger - Grey,Electronic accessories,46.37,56.81
SKU-10376,FarmFresh Sweet Pasta - 1Kg,Food and beverages,2.24,2.9
SKU-10377,TechPro Bluetooth Headphones - Black,Electronic accessories,55.86,77.73
SKU-10378,Pulse Wireless Cable - Black,Electronic accessories,43.04,52.15
SKU-10379,Eco Fast-Charging Power Bank - Silver,Electronic accessories,70.41,87.88
SKU-10380,Trek Lightweight Sleeping Bag - Red,Sports and travel,8.25,13.18
SKU-10381,Pure Organic Body Lotion - Pack of 2,Health and beauty,71.0,90.4
SKU-10382,Motion Waterproof Sleeping Bag - Orange,Sports and travel,70.01,105.62
SKU-10383,Ultra Portable Earbuds - White,Electronic accessories,78.79,101.42
SKU-10384,Clear Vitamin C Body Lotion - 150g,Health and beauty,55.96,76.2
SKU-10385,Tasty Gluten-Free Cookies - 1L,Food and beverages,16.25,21.04
SKU-10386,Urban Minimalist Bed Sheets - Black,Home and lifestyle,28.21,38.6
SKU-10387,FarmFresh Gluten-Free Olive Oil - Pack of 6,Food and beverages,15.56,18.24
SKU-10388,Tasty Roasted Olive Oil - 500g,Food and beverages,9.87,11.4
SKU-10389,Classic Ceramic Candle - Beige,Home and lifestyle,28.48,42.2
SKU-10390,Nature's Spicy Almonds - Pack of 6,Food and beverages,9.16,11.38
SKU-10391,Essence Natural Face Cream - 200ml,Health and beauty,76.15,106.47
SKU-10392,Organic Vegan Chocolate - 500ml,Food and beverages,10.13,12.88
SKU-10393,Motion Durable Tent - Orange,Sports and travel,74.88,102.52
SKU-10394,Cyber Portable Adapter - Grey,Electronic accessories,113.23,165.23
SKU-10395,Pure Crunchy Pasta - Pack of 6,Food and beverages,10.64,13.79
SKU-10396,Glow Vitamin C Deodorant - 100ml,Health and beauty,20.24,32.14
SKU-10397,Peak Compact Yoga Mat - Orange,Sports and travel,78.95,103.51
SKU-10398,HomeStyle Cotton Picture Frame - Beige,Home and lifestyle,48.51,65.91
SKU-10399,Clear Oil-Free Face Cream - 200ml,Health and beauty,49.94,77.81
SKU-10400,Trendy Silk Sunglasses - Silver,Fashion accessories,59.07,74.95
SKU-10401,Chic Leather Tie - Brown,Fashion accessories,73.6,105.69
SKU-10402,Cozy Cotton Candle - Beige,Home and lifestyle,28.73,42.89
SKU-10403,EcoLiving Stainless Steel Picture Frame - Grey,Home and lifestyle,28.61,42.07
SKU-10404,Trek Lightweight Backpack - Black,Sports and travel,21.09,32.67
SKU-10405,Vital Hydrating Face Cream - 100ml,Health and beauty,67.15,106.01
SKU-10406,Essence Organic Serum - 200ml,Health and beauty,70.68,112.42
SKU-10407,Clear Vitamin C Deodorant - 150g,Health and beauty,21.96,29.58
SKU-10408,Clear Oil-Free Lip Balm - 200ml,Health and beauty,70.56,103.02
SKU-10409,Elite Denim Watch - Brown,Fashion accessories,14.36,18.7
SKU-10410,HomeStyle Stainless Steel Coffee Mug - White,Home and lifestyle,48.54,71.07
SKU-10411,Clear Vitamin C Deodorant - Travel Size,Health and beauty,56.1,80.11
SKU-10412,Pure Vitamin C Sunscreen - Pack of 2,Health and beauty,24.19,33.72
SKU-10413,Active Compact Gym Bag - Neon Green,Sports and travel,56.99,75.91
SKU-10414,FarmFresh Spicy Honey - 500g,Food and beverages,14.98,18.88
SKU-10415,Peak Durable Water Bottle - Blue,Sports and travel,23.88,36.49
SKU-10416,Urban Silk Handbag - Silver,Fashion accessories,79.86,124.06
SKU-10417,Giga Bluetooth Headphones - Silver,Electronic accessories,51.92,75.7
SKU-10418,TechPro Heavy Duty Speaker - Grey,Electronic accessories,46.27,68.9
SKU-10419,Classic Wooden Bed Sheets - Grey,Home and lifestyle,8.48,11.72
SKU-10420,Summit Compact Water Bottle - Orange,Sports and travel,74.66,103.47
SKU-10421,Pure Sweet Chocolate - 500g,Food and beverages,11.22,13.83
SKU-10422,HomeStyle Cotton Table Lamp - Oak,Home and lifestyle,49.46,69.96
SKU-10423,Organic Sweet Almonds - 250g,Food and beverages,9.16,10.78
SKU-10424,Cyber Heavy Duty Keyboard - White,Electronic accessories,106.82,148.15
SKU-10425,Luxe Denim Wallet - Silver,Fashion accessories,28.4,44.06
SKU-10426,Derma Hydrating Sunscreen - 100ml,Health and beauty,52.11,74.01
SKU-10427,Retro Denim Gloves - Gold,Fashion accessories,43.33,62.28
SKU-10428,LuxeHome Glass Candle - Clear,Home and lifestyle,39.85,56.54
SKU-10429,Pure Oil-Free Body Wash - 100ml,Health and beauty,74.73,97.98
SKU-10430,Classic Canvas Backpack - Brown,Fashion accessories,73.78,98.75
SKU-10431,Urban Vintage Handbag - Silver,Fashion accessories,53.54,67.5
SKU-10432,Derma Anti-Aging Serum - 200ml,Health and beauty,52.21,81.03
SKU-10433,HomeStyle Wooden Wall Clock - White,Home and lifestyle,61.97,87.6
SKU-10434,Nature's Gluten-Free Juice - 500ml,Food and beverages,4.3,5.16
SKU-10435,Urban Glass Table Lamp - Oak,Home and lifestyle,38.5,53.69
SKU-10436,Giga Bluetooth Power Bank - White,Electronic accessories,65.43,79.08
SKU-10437,Trek Heavy-Duty Yoga Mat - Orange,Sports and travel,53.45,83.01
SKU-10438,Elite Denim Hat - Rose Gold,Fashion accessories,53.59,68.74
SKU-10439,Vital Natural Body Lotion - 50ml,Health and beauty,66.3,106.0
SKU-10440,Urban Minimalist Wall Clock - Grey,Home and lifestyle,12.5,19.03
SKU-10441,EcoLiving Minimalist Candle - White,Home and lifestyle,66.12,101.2
SKU-10442,Urban Polarized Hat - Brown,Fashion accessories,72.71,98.7
SKU-10443,Daily Sweet Honey - 500ml,Food and beverages,17.75,20.83
SKU-10444,Urban Canvas Hat - Silver,Fashion accessories,25.01,33.74
SKU-10445,Pure Oil-Free Deodorant - 50ml,Health and beauty,67.64,98.63
SKU-10446,ProFit Breathable Yoga Mat - Grey,Sports and travel,8.97,11.22
SKU-10447,Summit Lightweight Water Bottle - Black,Sports and travel,17.03,21.65
SKU-10448,Aero Ergonomic Travel Pillow - Grey,Sports and travel,24.89,37.41
SKU-10449,Golden Crunchy Olive Oil - 500g,Food and beverages,13.08,15.81
SKU-10450,Pulse Slim Speaker - Silver (V52),Electronic accessories,122.93,165.38
SKU-10451,Elite Canvas Scarf - Black,Fashion accessories,63.23,89.4
SKU-10452,Daily Sweet Juice - 1L,Food and beverages,7.24,8.42
SKU-10453,Elite Canvas Hat - Gold,Fashion accessories,32.45,45.21
SKU-10454,Premium Salted Chocolate - Pack of 6,Food and beverages,19.44,22.46
SKU-10455,Organic Gluten-Free Juice - 500g,Food and beverages,7.18,8.72
SKU-10456,HomeStyle Cotton Storage Box - Black,Home and lifestyle,26.93,39.12
SKU-10457,Essence Oil-Free Face Cream - Travel Size,Health and beauty,36.01,55.38
SKU-10458,EcoLiving Rustic Candle - Oak,Home and lifestyle,12.58,17.39
SKU-10459,Trek Breathable Travel Pillow - Black,Sports and travel,23.53,29.68
SKU-10460,HomeStyle Wooden Table Lamp - Clear,Home and lifestyle,10.64,13.32
SKU-10461,Trek Durable Dumbbells - Neon Green,Sports and travel,22.13,29.42
SKU-10462,Cyber Bluetooth Webcam - Grey,Electronic accessories,79.23,115.64
SKU-10463,Pure Organic Perfume - 50ml,Health and beauty,7.63,12.04
SKU-10464,Urban Vintage Sunglasses - Navy,Fashion accessories,48.41,64.54
SKU-10465,Pulse Slim Power Bank - Red,Electronic accessories,39.36,53.68
SKU-10466,Aura Hydrating Body Wash - 100ml,Health and beauty,69.51,98.6
SKU-10467,ProFit Ergonomic Yoga Mat - Orange,Sports and travel,74.52,107.67
SKU-10468,Vogue Canvas Sunglasses - Brown,Fashion accessories,17.13,23.76
SKU-10469,Golden Salted Coffee Beans - 500g,Food and beverages,11.67,13.84
SKU-10470,Zen Stainless Steel Cushion - Black,Home and lifestyle,78.97,122.09
SKU-10471,EcoLiving Cotton Bed Sheets - Grey,Home and lifestyle,65.95,88.86
SKU-10472,Summit Lightweight Gym Bag - Neon Green,Sports and travel,38.1,48.05
SKU-10473,Trek Ergonomic Dumbbells - Red,Sports and travel,38.53,55.61
SKU-10474,Classic Cotton Wall Clock - Clear,Home and lifestyle,61.28,85.45
SKU-10475,Pulse Slim Mouse - Red,Electronic accessories,45.52,64.07
SKU-10476,Summit Heavy-Duty Resistance Bands - Orange,Sports and travel,24.65,39.35
SKU-10477,Trek Waterproof Backpack - Orange (V51),Sports and travel,43.35,59.01
SKU-10478,Vital Soothing Shampoo - Travel Size,Health and beauty,50.68,80.5
SKU-10479,Nova Mini Mouse - Red,Electronic accessories,117.63,161.76
SKU-10480,Glow Soothing Perfume - 100ml,Health and beauty,51.39,78.91
SKU-10481,Zen Cotton Storage Box - Grey,Home and lifestyle,43.3,58.8
SKU-10482,Pure Salted Honey - 1L,Food and beverages,2.2,2.74
SKU-10483,Radiant Vitamin C Sunscreen - Pack of 2,Health and beauty,63.71,101.27
SKU-10484,Trendy Polarized Backpack - Gold,Fashion accessories,71.24,98.22
SKU-10485,Nature's Spicy Juice - 250g,Food and beverages,10.82,13.95
SKU-10486,Ultra Slim Charger - Grey,Electronic accessories,81.66,119.61
SKU-10487,LuxeHome Cotton Wall Clock - Grey,Home and lifestyle,65.23,89.89
SKU-10488,Vital Natural Serum - 150g,Health and beauty,45.65,67.38
SKU-10489,Trek Lightweight Tent - Red,Sports and travel,14.63,22.04
SKU-10490,Elite Silk Backpack - Black,Fashion accessories,69.41,90.14
SKU-10491,Vital Soothing Shampoo - 100ml,Health and beauty,48.91,75.27
SKU-10492,Vital Vitamin C Face Cream - 50ml,Health and beauty,50.34,64.79
SKU-10493,Eco Wireless Keyboard - White,Electronic accessories,56.46,71.58
SKU-10494,Summit Ergonomic Gym Bag - Blue,Sports and travel,34.07,43.6
SKU-10495,Pure Spicy Honey - Pack of 6,Food and beverages,10.64,13.45
SKU-10496,Trek Compact Resistance Bands - Black,Sports and travel,77.64,113.13
SKU-10497,Pure Natural Body Wash - 200ml,Health and beauty,71.89,104.97
SKU-10498,Cyber Portable Power Bank - White,Electronic accessories,127.48,184.96
SKU-10499,TechPro Heavy Duty Adapter - White,Electronic accessories,96.94,144.02
SKU-10500,Radiant Anti-Aging Face Cream - Travel Size,Health and beauty,75.04,114.02
SKU-10501,Elite Vintage Hat - Silver,Fashion accessories,65.38,103.1
SKU-10502,TechPro Slim Webcam - White,Electronic accessories,113.55,169.08
SKU-10503,TechPro Heavy Duty Keyboard - White,Electronic accessories,73.78,99.94
SKU-10504,Modern Stainless Steel Candle - Grey,Home and lifestyle,58.24,74.54
SKU-10505,Vogue Canvas Watch - Navy,Fashion accessories,66.8,93.41
SKU-10506,Golden Crunchy Almonds - 1Kg,Food and beverages,11.26,13.5
SKU-10507,Ultra Heavy Duty Adapter - Blue,Electronic accessories,43.32,60.9
SKU-10508,Trek Compact Water Bottle - Grey,Sports and travel,6.72,9.74
SKU-10509,Chic Cotton Sunglasses - Black,Fashion accessories,41.15,63.41
SKU-10510,LuxeHome Wooden Towel Set - Clear,Home and lifestyle,74.46,107.28
SKU-10511,Classic Canvas Sunglasses - Navy,Fashion accessories,23.27,36.48
SKU-10512,Zen Wooden Picture Frame - Clear,Home and lifestyle,45.62,72.31
SKU-10513,FarmFresh Gluten-Free Pasta - 500ml,Food and beverages,16.7,21.15
SKU-10514,Trendy Polarized Handbag - Silver,Fashion accessories,67.89,103.05
SKU-10515,Vogue Cotton Backpack - Brown,Fashion accessories,79.29,123.17
SKU-10516,FarmFresh Spicy Cookies - 500g,Food and beverages,17.27,20.58
SKU-10517,Ultra Bluetooth Earbuds - Grey,Electronic accessories,72.29,95.82
SKU-10518,Aura Oil-Free Sunscreen - Travel Size,Health and beauty,38.27,60.14
SKU-10519,Clear Vitamin C Deodorant - 200ml,Health and beauty,5.9,7.74
SKU-10520,Cozy Ceramic Towel Set - Beige,Home and lifestyle,17.97,25.39
SKU-10521,Smart Mini Power Bank - Black,Electronic accessories,96.9,129.58
SKU-10522,Nature's Crunchy Cookies - 500g,Food and beverages,16.19,20.74
SKU-10523,ProFit Waterproof Dumbbells - Grey,Sports and travel,49.5,65.27
SKU-10524,Daily Crunchy Chocolate - 500ml,Food and beverages,3.84,4.42
SKU-10525,LuxeHome Stainless Steel Vase - Oak,Home and lifestyle,40.62,59.48
SKU-10526,Modern Rustic Wall Clock - Black,Home and lifestyle,12.67,18.86
SKU-10527,Nova Fast-Charging Charger - Blue,Electronic accessories,17.82,24.36
SKU-10528,Zen Minimalist Cushion - Beige,Home and lifestyle,52.86,78.44
SKU-10529,Vital Organic Body Lotion - 50ml,Health and beauty,77.97,112.04
SKU-10530,Smart Slim Headphones - Red,Electronic accessories,68.24,85.93
SKU-10531,Motion Waterproof Backpack - Neon Green,Sports and travel,72.71,92.96
SKU-10532,TechPro Fast-Charging Charger - White,Electronic accessories,64.77,80.61
SKU-10533,Organic Crunchy Pasta - 1L,Food and beverages,1.1,1.4
SKU-10534,Nova Portable Cable - Black,Electronic accessories,33.41,45.23
SKU-10535,LuxeHome Ceramic Table Lamp - Grey,Home and lifestyle,57.6,79.1
SKU-10536,Ultra Slim Mouse - Black,Electronic accessories,87.09,110.59
SKU-10537,Cozy Wooden Cushion - Beige,Home and lifestyle,29.93,46.84
SKU-10538,Aero Breathable Jump Rope - Grey,Sports and travel,31.16,41.56
SKU-10539,Urban Silk Gloves - Brown,Fashion accessories,22.63,30.29
SKU-10540,Chic Cotton Wallet - Silver,Fashion accessories,46.92,62.06
SKU-10541,Pure Soothing Body Wash - Pack of 2,Health and beauty,5.93,9.34
SKU-10542,Derma Anti-Aging Conditioner - 150g,Health and beauty,65.57,100.26
SKU-10543,Luxe Canvas Wallet - Navy,Fashion accessories,14.58,18.53
SKU-10544,Essence Soothing Face Cream - Travel Size,Health and beauty,65.49,87.38
SKU-10545,Aura Soothing Lip Balm - 100ml,Health and beauty,25.23,36.15
SKU-10546,Organic Gluten-Free Coffee Beans - Pack of 6,Food and beverages,13.63,16.13
SKU-10547,Active Ergonomic Backpack - Blue,Sports and travel,76.17,110.3
SKU-10548,Golden Spicy Cookies - 1Kg,Food and beverages,5.5,7.02
SKU-10549,Peak Durable Jump Rope - Neon Green,Sports and travel,48.24,61.53
SKU-10550,Glow Soothing Face Cream - 200ml,Health and beauty,26.98,40.71
SKU-10551,Daily Roasted Olive Oil - Pack of 6,Food and beverages,5.7,6.81
SKU-10552,Vital Organic Conditioner - 150g,Health and beauty,55.92,72.38
SKU-10553,Ultra Portable Mouse - Grey,Electronic accessories,95.04,123.11
SKU-10554,Nature's Crunchy Chocolate - 250g,Food and beverages,15.3,18.43
SKU-10555,Trek Ergonomic Sleeping Bag - Grey,Sports and travel,34.27,50.0
SKU-10556,Cyber Wireless Power Bank - Grey,Electronic accessories,74.26,105.77
SKU-10557,Summit Compact Jump Rope - Grey,Sports and travel,57.14,73.17
SKU-10558,Essence Anti-Aging Perfume - 150g,Health and beauty,10.03,12.95
SKU-10559,Pulse Slim Speaker - White,Electronic accessories,107.05,132.65
SKU-10560,Cyber Wireless Speaker - Black,Electronic accessories,119.52,173.49
SKU-10561,Classic Polarized Scarf - Navy,Fashion accessories,68.5,94.35
SKU-10562,TechPro Mini Power Bank - Grey,Electronic accessories,55.4,69.44
SKU-10563,Essence Organic Lip Balm - Travel Size,Health and beauty,36.82,55.8
SKU-10564,Retro Denim Sunglasses - Navy,Fashion accessories,72.68,105.06
SKU-10565,HomeStyle Cotton Storage Box - Clear,Home and lifestyle,6.82,10.03
SKU-10566,Clear Vitamin C Deodorant - 150g (V42),Health and beauty,77.29,121.5
SKU-10567,Glow Hydrating Body Wash - 50ml,Health and beauty,60.78,86.44
SKU-10568,Modern Stainless Steel Vase - Black,Home and lifestyle,29.59,40.65
SKU-10569,Radiant Oil-Free Deodorant - 100ml,Health and beauty,79.77,108.13
SKU-10570,Nature's Gluten-Free Green Tea - 1L,Food and beverages,11.97,14.76
SKU-10571,Aero Waterproof Jump Rope - Blue,Sports and travel,23.26,34.02
SKU-10572,Essence Hydrating Body Lotion - 100ml (V70),Health and beauty,30.84,47.89
SKU-10573,Daily Salted Cookies - 1L,Food and beverages,6.37,7.56
SKU-10574,Golden Vegan Pasta - 500ml,Food and beverages,7.62,9.09
SKU-10575,Golden Roasted Juice - 1Kg,Food and beverages,7.8,8.99
SKU-10576,Radiant Organic Body Lotion - 150g,Health and beauty,27.84,42.33
SKU-10577,Vital Natural Body Lotion - 150g,Health and beauty,68.92,103.44
SKU-10578,Aero Compact Dumbbells - Orange,Sports and travel,62.61,81.75
SKU-10579,Nature's Sweet Green Tea - 500g,Food and beverages,7.51,9.53
SKU-10580,Eco Heavy Duty Adapter - White,Electronic accessories,34.16,49.24
SKU-10581,Golden Gluten-Free Chocolate - 1Kg,Food and beverages,10.81,12.57
SKU-10582,FarmFresh Crunchy Juice - Pack of 6,Food and beverages,11.72,14.33
SKU-10583,Derma Soothing Body Lotion - 50ml,Health and beauty,45.11,70.38
SKU-10584,Vogue Polarized Backpack - Navy,Fashion accessories,12.49,19.46
SKU-10585,LuxeHome Stainless Steel Coffee Mug - White,Home and lifestyle,40.04,50.7
SKU-10586,Clear Vitamin C Face Cream - 50ml,Health and beauty,69.77,107.58
SKU-10587,Trek Ergonomic Resistance Bands - Red,Sports and travel,31.63,40.28
SKU-10588,Derma Anti-Aging Lip Balm - 100ml,Health and beauty,41.78,64.49
SKU-10589,Aero Compact Sleeping Bag - Grey,Sports and travel,40.25,60.72
SKU-10590,Retro Denim Belt - Rose Gold,Fashion accessories,8.55,13.29
SKU-10591,Trendy Canvas Watch - Gold,Fashion accessories,16.13,25.37
SKU-10592,Active Lightweight Travel Pillow - Neon Green,Sports and travel,48.57,64.81
SKU-10593,Pure Hydrating Perfume - 200ml,Health and beauty,17.24,22.29
SKU-10594,Urban Wooden Picture Frame - Beige,Home and lifestyle,72.59,104.53
SKU-10595,Chic Cotton Gloves - Brown,Fashion accessories,7.76,12.22
SKU-10596,Vogue Leather Scarf - Black,Fashion accessories,39.12,50.39
SKU-10597,Pure Vitamin C Conditioner - Travel Size,Health and beauty,7.05,9.61
SKU-10598,ProFit Breathable Jump Rope - Black,Sports and travel,61.84,89.26
SKU-10599,Smart Wireless Webcam - Silver,Electronic accessories,28.69,40.26
SKU-10600,Classic Cotton Picture Frame - Beige,Home and lifestyle,18.24,28.49
SKU-10601,Smart Mini Keyboard - Silver,Electronic accessories,60.82,88.59
SKU-10602,FarmFresh Gluten-Free Juice - 250g,Food and beverages,6.31,7.4
SKU-10603,FarmFresh Crunchy Green Tea - 1Kg,Food and beverages,2.35,2.83
SKU-10604,Radiant Anti-Aging Deodorant - 150g,Health and beauty,16.69,21.61
SKU-10605,Trendy Polarized Sunglasses - Brown,Fashion accessories,70.02,100.95
SKU-10606,Luxe Vintage Handbag - Silver,Fashion accessories,59.1,77.98
SKU-10607,Cyber Portable Headphones - White,Electronic accessories,37.11,49.65
SKU-10608,Chic Silk Tie - Silver,Fashion accessories,78.3,109.56
